Layer,Weights
conv2d_2,-0.15386306
conv2d_2,-0.019550053
conv2d_2,0.048178505
conv2d_2,-0.11458175
conv2d_2,0.062090676
conv2d_2,-0.07502664
conv2d_2,-0.03233952
conv2d_2,0.002047399
conv2d_2,-0.067475766
conv2d_2,-0.009328908
conv2d_2,-0.038737383
conv2d_2,0.05117692
conv2d_2,-0.14066301
conv2d_2,0.017248394
conv2d_2,-0.107330345
conv2d_2,-0.00060006586
conv2d_2,-0.07568934
conv2d_2,0.04635232
conv2d_2,-0.0147311175
conv2d_2,-0.13911614
conv2d_2,-0.012925378
conv2d_2,-0.12345087
conv2d_2,-0.07836614
conv2d_2,-0.03560883
conv2d_2,-0.033030592
conv2d_2,-0.03766194
conv2d_2,0.025854107
conv2d_2,-0.00962027
conv2d_2,-0.12903403
conv2d_2,0.018714603
conv2d_2,-0.013590018
conv2d_2,-0.019698484
conv2d_2,0.0651526
conv2d_2,-0.116002105
conv2d_2,0.070062764
conv2d_2,0.027704075
conv2d_2,-0.08184295
conv2d_2,-0.02848527
conv2d_2,0.12671578
conv2d_2,-0.040517427
conv2d_2,-0.066666715
conv2d_2,-0.01985503
conv2d_2,0.009701845
conv2d_2,0.043729264
conv2d_2,0.074896924
conv2d_2,-0.11222585
conv2d_2,0.06257196
conv2d_2,-0.021992728
conv2d_2,0.058601435
conv2d_2,0.041512713
conv2d_2,-0.12763135
conv2d_2,-0.040210444
conv2d_2,-0.13366443
conv2d_2,-0.13902308
conv2d_2,0.031195614
conv2d_2,0.08539237
conv2d_2,-0.020268993
conv2d_2,-0.07944085
conv2d_2,0.0027500838
conv2d_2,0.03369431
conv2d_2,-0.096792564
conv2d_2,-0.19890492
conv2d_2,-0.04057594
conv2d_2,-0.30456525
conv2d_2,0.068168886
conv2d_2,0.0055009425
conv2d_2,0.11386585
conv2d_2,-0.17514147
conv2d_2,0.03570036
conv2d_2,-0.068184905
conv2d_2,-0.036806993
conv2d_2,-0.01768006
conv2d_2,-0.068185806
conv2d_2,-0.076378964
conv2d_2,0.07752871
conv2d_2,0.0062134136
conv2d_2,0.015459807
conv2d_2,-0.1493745
conv2d_2,0.009828694
conv2d_2,-0.025708716
conv2d_2,-0.05192512
conv2d_2,0.0323351
conv2d_2,0.03846999
conv2d_2,0.2518201
conv2d_2,0.0217667
conv2d_2,0.019724932
conv2d_2,0.025817556
conv2d_2,0.12115625
conv2d_2,0.06771425
conv2d_2,-0.10542597
conv2d_2,-0.06705091
conv2d_2,-0.048317365
conv2d_2,0.034966208
conv2d_2,-0.06746551
conv2d_2,-0.045003787
conv2d_2,-0.033640355
conv2d_2,-0.02931605
conv2d_2,0.13854742
conv2d_2,0.010446027
conv2d_2,0.017177517
conv2d_2,-0.10862979
conv2d_2,0.027422687
conv2d_2,0.0031559349
conv2d_2,-0.0004885511
conv2d_2,-0.023791796
conv2d_2,-0.0051773526
conv2d_2,-0.038788278
conv2d_2,-0.09798101
conv2d_2,-0.0071664364
conv2d_2,-0.010893128
conv2d_2,0.08148124
conv2d_2,-0.1484967
conv2d_2,-0.12161201
conv2d_2,-0.1330429
conv2d_2,-0.051900804
conv2d_2,-0.14677091
conv2d_2,0.08059959
conv2d_2,0.11850201
conv2d_2,-0.008003785
conv2d_2,0.028734785
conv2d_2,-0.009083309
conv2d_2,0.048529197
conv2d_2,-0.10654414
conv2d_2,-0.100455716
conv2d_2,0.011269718
conv2d_2,-0.060720816
conv2d_2,-0.076718345
conv2d_2,-0.059127748
conv2d_2,-0.06067064
conv2d_2,0.012306361
conv2d_2,0.059603427
conv2d_2,-0.009226943
conv2d_2,0.021528762
conv2d_2,-0.07600145
conv2d_2,0.005736533
conv2d_2,0.058863387
conv2d_2,-0.0480232
conv2d_2,-0.05317567
conv2d_2,-0.012918852
conv2d_2,0.05155563
conv2d_2,0.05949307
conv2d_2,-0.05136571
conv2d_2,0.051416542
conv2d_2,0.07544502
conv2d_2,0.065644234
conv2d_2,0.01603286
conv2d_2,-0.059079483
conv2d_2,-0.02694211
conv2d_2,0.010743526
conv2d_2,0.02477518
conv2d_2,0.15836848
conv2d_2,0.14472829
conv2d_2,-0.09776185
conv2d_2,0.0036886577
conv2d_2,-0.06547247
conv2d_2,-0.075861014
conv2d_2,0.16518313
conv2d_2,0.052648623
conv2d_2,-0.076627694
conv2d_2,-0.047466975
conv2d_2,-0.028278682
conv2d_2,-0.026947578
conv2d_2,-0.0016943545
conv2d_2,0.04511108
conv2d_2,0.021383844
conv2d_2,-0.043480877
conv2d_2,0.032448214
conv2d_2,0.007553338
conv2d_2,-0.010045202
conv2d_2,0.16161443
conv2d_2,-0.08915572
conv2d_2,-0.036847286
conv2d_2,0.011965242
conv2d_2,-0.040455308
conv2d_2,0.02540346
conv2d_2,0.09890772
conv2d_2,-0.020719318
conv2d_2,-0.11989334
conv2d_2,-0.14942831
conv2d_2,-0.0015808425
conv2d_2,-0.02491697
conv2d_2,0.20900351
conv2d_2,0.05205592
conv2d_2,-0.06837333
conv2d_2,0.18839048
conv2d_2,-0.052720673
conv2d_2,0.007087063
conv2d_2,-0.116490506
conv2d_2,-0.16886245
conv2d_2,0.0017291709
conv2d_2,0.036064275
conv2d_2,-0.034671776
conv2d_2,-0.030136647
conv2d_2,0.032790277
conv2d_2,0.0602495
conv2d_2,-0.10142505
conv2d_2,-0.014529314
conv2d_2,-0.10468311
conv2d_2,-0.06445541
conv2d_2,0.048733585
conv2d_2,-0.035115074
conv2d_2,0.20776585
conv2d_2,-0.15312333
conv2d_2,-0.21052922
conv2d_2,0.074681684
conv2d_2,0.023003161
conv2d_2,-0.008430326
conv2d_2,-0.015330832
conv2d_2,0.115507245
conv2d_2,-0.1158208
conv2d_2,-0.08425094
conv2d_2,0.013703662
conv2d_2,0.010463174
conv2d_2,-0.033055477
conv2d_2,0.027456835
conv2d_2,0.048743926
conv2d_2,-0.0044611725
conv2d_2,-0.15236135
conv2d_2,-0.069578394
conv2d_2,-0.090308264
conv2d_2,-0.17066519
conv2d_2,-0.08082539
conv2d_2,0.046771076
conv2d_2,-0.03536988
conv2d_2,-0.041261286
conv2d_2,-0.026183108
conv2d_2,-0.07744588
conv2d_2,0.04783563
conv2d_2,0.048921634
conv2d_2,-0.10718109
conv2d_2,-0.061758336
conv2d_2,-0.09736119
conv2d_2,-0.091156624
conv2d_2,-0.09299314
conv2d_2,-0.06811673
conv2d_2,-0.102989346
conv2d_2,-0.034841947
conv2d_2,0.061100334
conv2d_2,-0.034738887
conv2d_2,-0.022588458
conv2d_2,-0.034674723
conv2d_2,0.027866919
conv2d_2,-0.135197
conv2d_2,-0.039991118
conv2d_2,-0.06498086
conv2d_2,-0.09198287
conv2d_2,0.021347906
conv2d_2,0.021944623
conv2d_2,-0.15126719
conv2d_2,0.021290472
conv2d_2,0.054408915
conv2d_2,-0.067055576
conv2d_2,-0.014576493
conv2d_2,-0.2150224
conv2d_2,-0.09048536
conv2d_2,-0.15891036
conv2d_2,-0.06975269
conv2d_2,-0.036866866
conv2d_2,0.05344797
conv2d_2,0.021440124
conv2d_2,-0.059606813
conv2d_2,0.03668334
conv2d_2,-0.014348347
conv2d_2,-0.0077873007
conv2d_2,0.014728294
conv2d_2,-0.046014216
conv2d_2,0.07356617
conv2d_2,0.013493599
conv2d_2,-0.12412482
conv2d_2,-0.1364939
conv2d_2,0.034627903
conv2d_2,0.018185802
conv2d_2,-0.019090721
conv2d_2,-0.13480173
conv2d_2,0.051450256
conv2d_2,0.147315
conv2d_2,0.038598314
conv2d_2,0.033977356
conv2d_2,-0.09956138
conv2d_2,-0.10790252
conv2d_2,0.04217083
conv2d_2,-0.21993886
conv2d_2,-0.094704196
conv2d_2,-0.034920685
conv2d_2,-0.1930545
conv2d_2,-0.24972425
conv2d_2,-0.002143764
conv2d_2,-0.047892693
conv2d_2,-0.052146126
conv2d_2,0.055140838
conv2d_2,-0.0012035066
conv2d_2,-0.022646181
conv2d_2,-0.023513481
conv2d_2,-0.09191418
conv2d_2,0.015410526
conv2d_2,-0.10032892
conv2d_2,-0.07523462
conv2d_2,0.008028916
conv2d_2,-0.08122453
conv2d_2,-0.022885311
conv2d_2,-0.05423723
conv2d_2,0.013951204
conv2d_2,0.06642299
conv2d_2,-0.15580492
conv2d_2,-0.22603704
conv2d_2,-0.011342144
conv2d_2,-0.10583049
conv2d_2,-0.029579032
conv2d_2,0.039662775
conv2d_2,-0.15654694
conv2d_2,-0.0542441
conv2d_2,0.07477673
conv2d_2,-0.17084333
conv2d_2,0.018206097
conv2d_2,-0.019903453
conv2d_2,-0.049168356
conv2d_2,-0.1939828
conv2d_2,0.09590515
conv2d_2,0.040233344
conv2d_2,-0.12497611
conv2d_2,0.07487665
conv2d_2,-0.06580434
conv2d_2,-0.11123662
conv2d_2,0.030619835
conv2d_2,-0.042468227
conv2d_2,-0.03963031
conv2d_2,0.025387557
conv2d_2,-0.019918665
conv2d_2,0.0482195
conv2d_2,-0.28532153
conv2d_2,-0.028973369
conv2d_2,0.029558117
conv2d_2,-0.11362575
conv2d_2,-0.16796453
conv2d_2,-0.24488638
conv2d_2,0.003539918
conv2d_2,-0.07122638
conv2d_2,-0.066278234
conv2d_2,-0.02203146
conv2d_2,-0.23154908
conv2d_2,-0.037832983
conv2d_2,-0.03829967
conv2d_2,0.097294435
conv2d_2,0.04278464
conv2d_2,-0.02302516
conv2d_2,0.22023234
conv2d_2,0.11305922
conv2d_2,0.02002806
conv2d_2,0.014429022
conv2d_2,-0.0018870587
conv2d_2,-0.053722613
conv2d_2,-0.16930856
conv2d_2,0.06581001
conv2d_2,-0.055582337
conv2d_2,-0.014688756
conv2d_2,-0.030142918
conv2d_2,-0.14756595
conv2d_2,0.029924946
conv2d_2,-0.1755708
conv2d_2,-0.015936669
conv2d_2,-0.030260831
conv2d_2,0.07492666
conv2d_2,-0.09431614
conv2d_2,-0.05771349
conv2d_2,-0.08595426
conv2d_2,-0.11034437
conv2d_2,0.099651225
conv2d_2,0.18644339
conv2d_2,-0.018595355
conv2d_2,0.13822506
conv2d_2,0.049060415
conv2d_2,0.07665746
conv2d_2,-0.22451761
conv2d_2,0.062207032
conv2d_2,-0.08590236
conv2d_2,0.010374888
conv2d_2,0.021460997
conv2d_2,0.062032726
conv2d_2,-0.11285774
conv2d_2,0.02979983
conv2d_2,0.06490543
conv2d_2,-0.21340851
conv2d_2,0.03368166
conv2d_2,-0.05345191
conv2d_2,0.007230751
conv2d_2,-0.012121757
conv2d_2,-0.11379952
conv2d_2,-0.13514178
conv2d_2,-0.011740726
conv2d_2,-0.08720862
conv2d_2,0.0074472153
conv2d_2,0.021679953
conv2d_2,-0.05743603
conv2d_2,0.007137153
conv2d_2,-0.0003807157
conv2d_2,-0.08368215
conv2d_2,0.02398036
conv2d_2,0.046132408
conv2d_2,-0.20046796
conv2d_2,0.04673904
conv2d_2,-0.21728837
conv2d_2,-0.15823735
conv2d_2,0.031359393
conv2d_2,-0.07321886
conv2d_2,-0.017025772
conv2d_2,-0.052772995
conv2d_2,-0.019768802
conv2d_2,0.061621048
conv2d_2,0.0035466612
conv2d_2,-0.115470685
conv2d_2,-0.14019242
conv2d_2,0.050456077
conv2d_2,-0.091513015
conv2d_2,0.032041594
conv2d_2,0.059427533
conv2d_2,-0.0629256
conv2d_2,-0.08813578
conv2d_2,0.0039832187
conv2d_2,-0.051357895
conv2d_2,-0.05937462
conv2d_2,0.0024837472
conv2d_2,-0.00015276323
conv2d_2,0.00061911164
conv2d_2,0.008227548
conv2d_2,-0.03452895
conv2d_2,-0.13624993
conv2d_2,-0.059135083
conv2d_2,-0.026561635
conv2d_2,-0.17640455
conv2d_2,-0.017528562
conv2d_2,-0.09929503
conv2d_2,-0.0016240326
conv2d_2,-0.059366945
conv2d_2,0.0013653641
conv2d_2,0.02536611
conv2d_2,0.04343918
conv2d_2,-0.028730934
conv2d_2,-0.018676078
conv2d_2,-0.025777735
conv2d_2,-0.01514746
conv2d_2,0.08284541
conv2d_2,0.11241026
conv2d_2,0.15922001
conv2d_2,0.019649882
conv2d_2,-0.08975952
conv2d_2,0.086755924
conv2d_2,0.00491166
conv2d_2,0.097090155
conv2d_2,-0.14833125
conv2d_2,0.005964599
conv2d_2,-0.13782683
conv2d_2,-0.08493336
conv2d_2,0.017908955
conv2d_2,0.0026375032
conv2d_2,0.015089552
conv2d_2,-0.084895745
conv2d_2,0.010621292
conv2d_2,0.08773328
conv2d_2,0.110522576
conv2d_2,0.07213243
conv2d_2,-0.010532725
conv2d_2,0.0020384656
conv2d_2,0.07947111
conv2d_2,0.053522784
conv2d_2,-0.0046439003
conv2d_2,-0.023108087
conv2d_2,-0.03150129
conv2d_2,-0.12870355
conv2d_2,-0.0001911086
conv2d_2,-0.06216241
conv2d_2,0.020539604
conv2d_2,-0.040391777
conv2d_2,-0.04555006
conv2d_2,-0.10887849
conv2d_2,0.051435847
conv2d_2,-0.05694046
conv2d_2,-0.11549516
conv2d_2,0.028902797
conv2d_2,0.035464264
conv2d_2,-0.029073369
conv2d_2,-0.11443669
conv2d_2,0.019615738
conv2d_2,0.062256385
conv2d_2,-0.11119199
conv2d_2,-0.0013786508
conv2d_2,-0.1116081
conv2d_2,0.0010225476
conv2d_2,-0.10641017
conv2d_2,0.006748706
conv2d_2,-0.007203427
conv2d_2,0.05056931
conv2d_2,0.015709847
conv2d_2,-0.0008327855
conv2d_2,-0.115235925
conv2d_2,0.09715761
conv2d_2,0.0598221
conv2d_2,0.048884794
conv2d_2,0.08895756
conv2d_2,-0.12829481
conv2d_2,-0.20934989
conv2d_2,-0.016632937
conv2d_2,0.0959901
conv2d_2,0.017188175
conv2d_2,-0.08180865
conv2d_2,-0.048061848
conv2d_2,-0.03766772
conv2d_2,-0.1526925
conv2d_2,-0.091405034
conv2d_2,0.021532282
conv2d_2,0.04234055
conv2d_2,0.023821658
conv2d_2,0.05149756
conv2d_2,0.074466065
conv2d_2,0.00026010812
conv2d_2,0.14673851
conv2d_2,0.032990098
conv2d_2,-0.0067405533
conv2d_2,0.03520372
conv2d_2,-0.012803931
conv2d_2,-0.006349925
conv2d_2,0.01251419
conv2d_2,0.13013113
conv2d_2,-0.1436553
conv2d_2,-0.055192314
conv2d_2,-0.019100714
conv2d_2,-0.04279065
conv2d_2,0.04699143
conv2d_2,0.05450694
conv2d_2,0.105326615
conv2d_2,-0.09917371
conv2d_2,-0.053884927
conv2d_2,-0.038209867
conv2d_2,-0.0689133
conv2d_2,-0.054035723
conv2d_2,-0.040518314
conv2d_2,-0.06250925
conv2d_2,-0.09748079
conv2d_2,-0.048686575
conv2d_2,-0.1256894
conv2d_2,-0.022812342
conv2d_2,-0.16570702
conv2d_2,0.019165806
conv2d_2,-0.092860006
conv2d_2,0.053683918
conv2d_2,-0.10232569
conv2d_2,0.017229792
conv2d_2,0.02397093
conv2d_2,0.025597306
conv2d_2,-0.08983435
conv2d_2,-0.011493516
conv2d_2,0.0554728
conv2d_2,-0.09097377
conv2d_2,-0.041964397
conv2d_2,-0.15943274
conv2d_2,-0.011577871
conv2d_2,-0.019990433
conv2d_2,0.04074062
conv2d_2,0.11604013
conv2d_2,-0.058931272
conv2d_2,-0.019167317
conv2d_2,0.052461658
conv2d_2,-0.065881625
conv2d_2,0.016262716
conv2d_2,0.035276547
conv2d_2,-0.012333664
conv2d_2,-0.13580738
conv2d_2,0.007950092
conv2d_2,0.021096185
conv2d_2,0.14128707
conv2d_2,-0.14166494
conv2d_2,-0.16163012
conv2d_2,-0.21181513
conv2d_2,-0.22779565
conv2d_2,0.15852672
conv2d_2,-0.09590876
conv2d_2,0.019521285
conv2d_2,-0.043301694
conv2d_2,0.017428305
conv2d_2,-0.009385544
conv2d_2,-0.1706059
conv2d_2,7.3245654e-05
conv2d_2,0.056993358
conv2d_2,-0.051043842
conv2d_2,-0.107593246
conv2d_2,-0.035713397
conv2d_2,0.11864727
conv2d_2,-0.12890717
conv2d_2,-0.16173351
conv2d_2,0.09503396
conv2d_2,-0.0572514
conv2d_2,-0.19232543
conv2d_2,-0.17240052
conv2d_2,-0.07272848
conv2d_2,0.06114258
conv2d_2,-0.04429976
conv2d_2,0.034631234
conv2d_2,-0.081016
conv2d_2,-0.024636218
conv2d_2,0.019011473
conv2d_2,0.10216469
conv2d_2,0.00061014533
conv2d_2,-0.06439726
conv2d_2,-0.30202392
conv2d_2,0.0536021
conv2d_2,0.103241265
conv2d_2,-0.11882204
conv2d_2,-0.012975581
conv2d_2,0.0852384
conv2d_2,0.011914657
conv2d_2,0.034620326
conv2d_2,0.033624005
conv2d_2,0.026426848
conv2d_2,-0.066874854
conv2d_2,-0.122555785
conv2d_2,-0.16833241
conv2d_2,-0.039078288
conv2d_2,0.023631435
conv2d_2,-0.016723542
conv2d_2,-0.023131564
conv2d_2,0.05577393
conv2d_2,0.048153505
conv2d_2,-0.10814828
conv2d_2,0.025687512
conv2d_2,-0.06641717
conv2d_2,0.04608083
conv2d_2,0.01535796
conv2d_2,-0.06548065
conv2d_2,-0.18469232
conv2d_2,0.033195212
conv2d_2,0.11019925
conv2d_2,0.041053806
conv2d_2,-0.36611077
conv2d_2,0.057416007
conv2d_2,-0.08435796
conv2d_2,-0.043823414
conv2d_2,0.033111144
conv2d_2,0.0048596044
conv2d_2,0.0143411225
conv2d_2,-0.017966745
conv2d_2,-0.057653062
conv2d_2,-0.061220083
conv2d_2,-0.033948496
conv2d_2,-0.025156464
conv2d_2,-0.088218756
conv2d_2,0.067482844
conv2d_2,-0.08039899
conv2d_2,-0.06308256
conv2d_2,-0.008392725
conv2d_2,-0.058526468
conv2d_2,-0.076477095
conv2d_2,0.033344746
conv2d_2,0.03223274
conv2d_2,0.04001517
conv2d_2,0.033038385
conv2d_2,-0.045265775
conv2d_2,0.05041791
conv2d_2,0.023206992
conv2d_2,0.05232639
conv2d_2,-0.0692354
conv2d_2,0.0700364
conv2d_2,0.03615878
conv2d_2,-0.013153766
conv2d_2,0.02645626
conv2d_2,0.03603432
conv2d_2,-0.027058292
conv2d_2,-0.0017839626
conv2d_2,-0.020517647
conv2d_2,-0.06598954
conv2d_2,0.038472682
conv2d_2,0.027668731
conv2d_2,0.01251879
conv2d_2,-0.08873558
conv2d_2,-0.0744984
conv2d_2,-0.023641206
conv2d_2,-0.029187342
conv2d_2,-0.030666115
conv2d_2,-0.03567185
conv2d_2,-0.06805308
conv2d_2,0.00056995574
conv2d_2,0.019267978
conv2d_2,-0.029713081
conv2d_2,0.07829142
conv2d_2,0.06944589
conv2d_2,0.028582593
conv2d_2,-0.061952878
conv2d_2,0.044347055
conv2d_2,0.03566249
conv2d_2,-0.056312013
conv2d_2,-0.011010686
conv2d_2,0.00034271865
conv2d_2,0.04416435
conv2d_2,-0.032417003
conv2d_2,-0.023113616
conv2d_2,-0.010542732
conv2d_2,0.04673946
conv2d_2,0.061184406
conv2d_2,-0.03975792
conv2d_2,-0.08449162
conv2d_2,-0.010248231
conv2d_2,-0.10319836
conv2d_2,-0.06046477
conv2d_2,0.015919797
conv2d_2,-0.043726917
conv2d_2,-0.152813
conv2d_2,-0.15932734
conv2d_2,0.016210524
conv2d_2,-0.052900635
conv2d_2,-0.12945962
conv2d_2,0.0039671175
conv2d_2,0.033365678
conv2d_2,0.032655403
conv2d_2,0.05789043
conv2d_2,0.018811839
conv2d_2,-0.0121811535
conv2d_2,-0.04436126
conv2d_2,-0.0020047224
conv2d_2,-0.13894287
conv2d_2,-0.050813127
conv2d_2,-0.15639316
conv2d_2,-0.13176669
conv2d_2,-0.06854959
conv2d_2,0.08119843
conv2d_2,-0.037745886
conv2d_2,-0.17292523
conv2d_2,0.060916543
conv2d_2,-0.0040891594
conv2d_2,0.25385174
conv2d_2,0.009445533
conv2d_2,-0.081940144
conv2d_2,0.008522754
conv2d_2,0.0063947095
conv2d_2,-0.05806353
conv2d_2,0.0248201
conv2d_2,-0.07991087
conv2d_2,-0.025018752
conv2d_2,-0.08755135
conv2d_2,0.06462297
conv2d_2,-0.036547724
conv2d_2,-0.025879415
conv2d_2,0.053643752
conv2d_2,-0.106074415
conv2d_2,0.01361532
conv2d_2,0.0039976262
conv2d_2,0.0056186044
conv2d_2,-0.07090898
conv2d_2,0.15624766
conv2d_2,0.030373504
conv2d_2,-0.123276174
conv2d_2,0.027072959
conv2d_2,0.033693552
conv2d_2,0.13115227
conv2d_2,-0.11102322
conv2d_2,0.012458615
conv2d_2,0.07914983
conv2d_2,-0.03057524
conv2d_2,-0.06421331
conv2d_2,-0.23080915
conv2d_2,0.024820726
conv2d_2,-0.045299467
conv2d_2,0.16800925
conv2d_2,-0.008961189
conv2d_2,0.022351312
conv2d_2,-0.059721187
conv2d_2,-0.056813046
conv2d_2,0.0050055273
conv2d_2,-0.009727102
conv2d_2,-0.0039872625
conv2d_2,-0.0033704722
conv2d_2,-0.054688074
conv2d_2,-0.0076769227
conv2d_2,-0.07419496
conv2d_2,-0.043353476
conv2d_2,-0.043910846
conv2d_2,-0.06581172
conv2d_2,-0.039345562
conv2d_2,0.02390417
conv2d_2,-0.08277682
conv2d_2,0.048098546
conv2d_2,-0.048725165
conv2d_2,0.052301645
conv2d_2,-0.015374537
conv2d_2,0.004402111
conv2d_2,-0.08679995
conv2d_2,0.03264715
conv2d_2,-0.05377167
conv2d_2,0.051864147
conv2d_2,-0.048508756
conv2d_2,0.063247345
conv2d_2,0.037886072
conv2d_2,-0.060346846
conv2d_2,-0.00038025423
conv2d_2,0.009778541
conv2d_2,-0.055895157
conv2d_2,-0.07911828
conv2d_2,0.026642403
conv2d_2,-0.022818988
conv2d_2,0.036234554
conv2d_2,-0.021638222
conv2d_2,0.009010903
conv2d_2,-0.079168454
conv2d_2,0.074531235
conv2d_2,0.0052567096
conv2d_2,0.018648
conv2d_2,-0.07504619
conv2d_2,-0.052053846
conv2d_2,0.0036401043
conv2d_2,0.053671602
conv2d_2,-0.08270278
conv2d_2,0.010999236
conv2d_2,-0.029010754
conv2d_2,-0.0116153695
conv2d_2,-0.019444697
conv2d_2,-0.0623068
conv2d_2,0.035385966
conv2d_2,0.0146842105
conv2d_2,0.034724634
conv2d_2,0.043874916
conv2d_2,-0.054046106
conv2d_2,-0.10523148
conv2d_2,-0.04149705
conv2d_2,0.0731565
conv2d_2,-0.002369825
conv2d_2,-0.07914696
conv2d_2,-0.038966987
conv2d_2,-0.0066777794
conv2d_2,-0.008916214
conv2d_2,-0.32439372
conv2d_2,-0.025328815
conv2d_2,0.04048723
conv2d_2,-0.1362438
conv2d_2,0.010666541
conv2d_2,-0.030769864
conv2d_2,-0.13776253
conv2d_2,-0.06469959
conv2d_2,-0.047402266
conv2d_2,-0.24430713
conv2d_2,-0.0810931
conv2d_2,-0.11492924
conv2d_2,0.04055576
conv2d_2,0.025834156
conv2d_2,-0.06630021
conv2d_2,0.024900114
conv2d_2,-0.22304869
conv2d_2,-0.19009168
conv2d_2,0.08596875
conv2d_2,-0.007975178
conv2d_2,0.009431846
conv2d_2,-0.091907315
conv2d_2,-0.15926027
conv2d_2,-0.2107902
conv2d_2,-0.017715806
conv2d_2,0.05484923
conv2d_2,-0.035431325
conv2d_2,-0.05325528
conv2d_2,0.07548778
conv2d_2,-0.25862715
conv2d_2,0.14663835
conv2d_2,-0.09142772
conv2d_2,0.04726665
conv2d_2,0.04582001
conv2d_2,0.10775996
conv2d_2,0.07841502
conv2d_2,-0.037534885
conv2d_2,0.04853737
conv2d_2,-0.09615723
conv2d_2,-0.20196065
conv2d_2,0.028646369
conv2d_2,-0.035802867
conv2d_2,-0.03772698
conv2d_2,0.003788122
conv2d_2,-0.080282725
conv2d_2,-0.12820503
conv2d_2,-0.040463742
conv2d_2,-0.043624725
conv2d_2,-0.12537321
conv2d_2,0.012218109
conv2d_2,-0.07918368
conv2d_2,0.03267366
conv2d_2,-0.26021743
conv2d_2,-0.028912256
conv2d_2,0.04707636
conv2d_2,-0.042649787
conv2d_2,0.08030495
conv2d_2,-0.054342028
conv2d_2,-0.19463259
conv2d_2,0.04695461
conv2d_2,-0.0019288254
conv2d_2,-0.006835413
conv2d_2,0.017422978
conv2d_2,-0.034869224
conv2d_2,-0.07173207
conv2d_2,0.013931655
conv2d_2,0.020681614
conv2d_2,-0.030680403
conv2d_2,0.025220932
conv2d_2,-0.0011485269
conv2d_2,0.04794106
conv2d_2,0.032101266
conv2d_2,-0.120002
conv2d_2,-0.011537341
conv2d_2,-0.009489689
conv2d_2,0.03385971
conv2d_2,0.04861505
conv2d_2,-0.06999779
conv2d_2,0.016226873
conv2d_2,0.08158266
conv2d_2,0.028010985
conv2d_2,0.068002194
conv2d_2,0.073297925
conv2d_2,0.006743558
conv2d_2,0.06713023
conv2d_2,-0.053712875
conv2d_2,0.02418837
conv2d_2,0.023758892
conv2d_2,0.027514711
conv2d_2,0.03335523
conv2d_2,-0.047445413
conv2d_2,-0.048466038
conv2d_2,-0.08553468
conv2d_2,-0.026992273
conv2d_2,0.008464545
conv2d_2,-0.0072211525
conv2d_2,0.024132576
conv2d_2,0.053461965
conv2d_2,-0.09742656
conv2d_2,-0.07262857
conv2d_2,-0.08578382
conv2d_2,0.073269546
conv2d_2,0.013944597
conv2d_2,-0.04987478
conv2d_2,-0.05388498
conv2d_2,0.017137296
conv2d_2,0.040939763
conv2d_2,0.043052237
conv2d_2,-0.019027129
conv2d_2,0.044961352
conv2d_2,-0.08085222
conv2d_2,0.05674272
conv2d_2,-0.077653885
conv2d_2,-0.061151847
conv2d_2,0.009849496
conv2d_2,-0.055197656
conv2d_2,-0.011074358
conv2d_2,-0.09818833
conv2d_2,-0.0006626308
conv2d_2,-0.025626484
conv2d_2,-0.08012998
conv2d_2,-0.08668651
conv2d_2,-0.036863137
conv2d_2,-0.013122155
conv2d_2,-0.024900252
conv2d_2,0.0074121426
conv2d_2,-0.003538965
conv2d_2,-0.06830113
conv2d_2,-0.04439056
conv2d_2,-0.1578138
conv2d_2,-0.2364667
conv2d_2,-0.16802327
conv2d_2,-0.042237967
conv2d_2,0.018461943
conv2d_2,-0.011987682
conv2d_2,-0.08686958
conv2d_2,-0.11137523
conv2d_2,-0.1015647
conv2d_2,-0.06360934
conv2d_2,-0.037032954
conv2d_2,-0.04559511
conv2d_2,-0.0020331114
conv2d_2,-0.061498754
conv2d_2,0.011590203
conv2d_2,-0.047327824
conv2d_2,0.08919726
conv2d_2,0.13330564
conv2d_2,-0.06251173
conv2d_2,-0.2796352
conv2d_2,-0.25917786
conv2d_2,-0.10838901
conv2d_2,-0.014428172
conv2d_2,0.050842416
conv2d_2,0.10276812
conv2d_2,-0.031314284
conv2d_2,-0.15269473
conv2d_2,0.1288014
conv2d_2,0.016045762
conv2d_2,-0.0019513688
conv2d_2,-0.20908639
conv2d_2,-0.15117982
conv2d_2,-0.03355563
conv2d_2,-0.14544472
conv2d_2,-0.077525094
conv2d_2,-0.07016862
conv2d_2,-0.04168074
conv2d_2,0.018528722
conv2d_2,-0.06002782
conv2d_2,-0.037102766
conv2d_2,0.05475949
conv2d_2,0.13578142
conv2d_2,-0.07627885
conv2d_2,0.0045454726
conv2d_2,0.10555104
conv2d_2,0.0336113
conv2d_2,-0.0657838
conv2d_2,0.019596415
conv2d_2,0.097306654
conv2d_2,-0.08257882
conv2d_2,-0.050865397
conv2d_2,-0.0047427365
conv2d_2,0.09081822
conv2d_2,0.11062221
conv2d_2,-0.08851428
conv2d_2,-0.16292317
conv2d_2,-0.20361945
conv2d_2,0.06373565
conv2d_2,-0.0054011727
conv2d_2,0.01912481
conv2d_2,-0.19076836
conv2d_2,0.15807204
conv2d_2,0.13000163
conv2d_2,0.022916177
conv2d_2,0.01982608
conv2d_2,0.0769601
conv2d_2,-0.0989582
conv2d_2,-0.06339747
conv2d_2,-0.088318974
conv2d_2,-0.038476083
